5.24785e-09	2.19382e-14	1.39357e-08	2.93984e-07	4.44165e-10	4.46079e-11	2.16128e-13	0.999995	3.91649e-10	4.98749e-06
0.0100349	5.33451e-09	0.985976	5.14645e-05	7.63396e-16	0.0036191	0.000198766	2.03051e-20	0.000119655	1.6986e-16
6.30739e-08	0.977802	0.0119628	0.00902147	3.22191e-07	0.000382074	1.54282e-06	0.000166382	0.000662411	6.26147e-07
0.999998	3.10902e-17	2.36533e-10	2.05147e-12	3.9204e-15	1.88737e-06	4.33097e-08	9.68555e-13	1.04993e-09	5.30818e-12
0.000110306	1.2104e-11	0.00849991	4.5863e-06	0.895947	1.17418e-05	6.00463e-06	3.35647e-05	0.000553035	0.0948334
7.49677e-10	0.998105	4.8359e-05	0.000192536	1.68303e-08	1.06213e-06	2.71582e-08	0.00114259	0.000500703	9.79463e-06
8.4763e-10	2.11455e-11	6.96112e-13	4.35087e-08	0.999872	3.80991e-06	5.96257e-07	1.24874e-06	2.95434e-05	9.30605e-05
2.02173e-13	1.79697e-06	1.70356e-06	4.74027e-06	0.000211947	6.39675e-05	2.8332e-07	8.61432e-08	2.67737e-06	0.999713
1.40131e-08	5.37936e-13	4.78195e-05	1.49534e-12	6.17977e-06	3.18169e-06	0.999902	5.23637e-16	4.09565e-05	2.0476e-08
4.40713e-12	2.73784e-14	2.12968e-10	1.10776e-08	0.00031214	2.23185e-08	7.68357e-10	0.000110525	6.6869e-07	0.999577
0.995574	5.99592e-18	0.000493569	4.87587e-08	6.87866e-13	0.00385086	1.27784e-10	1.97593e-14	8.15389e-05	4.1528e-15
0.000253073	1.20189e-07	0.382105	0.0025168	6.13307e-06	8.01157e-05	0.158904	2.03457e-10	0.456135	3.04035e-07
3.7865e-09	2.2465e-13	1.05571e-08	1.61902e-07	0.00048842	2.69396e-07	0.00365318	0.00113036	0.00038412	0.994344
0.999995	2.48735e-16	6.88466e-08	2.03853e-09	5.27788e-14	3.6954e-06	2.50981e-12	1.44482e-09	9.38344e-07	3.00627e-08
4.37869e-12	0.999784	1.86297e-06	6.62511e-05	7.51798e-11	2.86333e-07	5.81447e-09	3.02801e-10	0.000147318	5.1635e-08
4.63575e-08	6.06882e-12	1.10787e-07	1.38194e-06	6.40316e-09	0.99853	8.80793e-11	8.18044e-10	0.00146863	4.34571e-09
6.77244e-06	3.54154e-11	9.80341e-09	1.4053e-05	0.000135944	4.12163e-06	4.27156e-07	0.000939462	8.93403e-05	0.99881
1.8069e-06	6.39796e-16	2.65851e-09	1.28255e-05	1.18303e-12	7.88934e-11	5.43984e-15	0.999985	7.38978e-10	1.28388e-07
1.47843e-08	1.33231e-10	3.18869e-05	0.293962	1.20211e-10	0.699366	0.00334023	2.17374e-11	0.00329994	1.88764e-07
1.26156e-10	1.7624e-09	4.67154e-08	1.2198e-06	0.999437	8.85004e-06	2.71348e-05	1.78869e-06	3.28868e-05	0.000491483
4.95182e-08	1.07349e-11	3.01564e-12	0.000282986	4.75584e-05	1.07056e-06	1.79161e-14	0.000290725	9.07331e-05	0.999287
2.61612e-11	1.0959e-11	1.20347e-08	9.91513e-11	3.29161e-07	1.67753e-05	0.999983	1.75865e-14	2.8154e-07	7.23504e-09
4.27086e-10	0.000517304	9.68719e-05	0.000232876	0.0377545	2.63435e-07	0.673965	0.287151	1.68411e-05	0.000265829
1.38422e-07	1.02552e-13	1.82185e-06	1.17884e-06	6.98945e-06	0.999972	4.00103e-07	8.04978e-11	1.73811e-05	1.1349e-08
1.05391e-07	2.14365e-05	0.0171917	0.000174939	0.925787	4.17514e-05	0.00261547	0.00554581	0.00447667	0.0441456
1.0	7.90285e-28	1.21633e-13	4.26336e-22	5.06077e-18	8.27291e-11	5.08316e-12	9.13138e-21	3.82188e-12	1.20151e-21
8.34315e-08	2.22709e-09	2.96578e-08	2.25336e-05	1.8055e-06	5.54128e-07	9.18215e-11	0.950338	1.54614e-06	0.0496349
2.67643e-09	7.47468e-12	6.94664e-07	2.55268e-07	0.996298	2.17288e-05	1.09576e-05	2.00223e-06	1.47166e-07	0.00366584
1.0	1.58861e-17	1.65212e-07	1.33864e-07	1.68773e-16	8.33982e-09	4.39933e-14	1.91275e-09	1.07856e-07	3.81968e-10
2.16338e-12	0.998948	1.41884e-06	0.000518052	2.81622e-10	0.000144389	0.000337301	3.46935e-09	4.99844e-05	8.35488e-07
8.07688e-14	2.14708e-11	2.25798e-12	0.999913	8.88392e-15	8.50933e-05	6.13019e-14	1.5022e-07	3.09149e-07	1.69891e-06
1.99387e-10	0.911963	2.81586e-05	0.0788312	1.45426e-06	0.00224752	4.0966e-05	0.000290719	0.000187397	0.00640967
1.24305e-11	2.70966e-10	8.10946e-08	0.744141	1.90158e-06	0.255424	5.33619e-10	3.7585e-10	0.000431289	2.24644e-06
0.0188171	3.03543e-15	2.98184e-06	9.12655e-12	1.16009e-06	0.00647137	0.974695	1.6438e-09	1.22592e-05	3.16992e-10
1.04382e-07	3.86367e-10	3.07401e-06	1.54333e-05	2.74435e-09	5.18095e-07	1.4476e-14	0.999392	1.22787e-07	0.000588832
6.5783e-10	1.41975e-12	1.0	1.21711e-07	6.55146e-11	5.38667e-08	3.02294e-09	8.82892e-13	5.86765e-08	6.73951e-13
9.31058e-07	2.25077e-09	0.000234528	0.0330864	9.92932e-10	9.14643e-06	1.28919e-05	0.964539	0.00182406	0.000292633
2.69787e-14	0.997613	8.25034e-08	0.00184706	2.24327e-10	5.91187e-06	5.40141e-07	2.66519e-08	0.000532954	1.26434e-07
